start_ms	end_ms	sp	kind	text
60400	64410	SP1	lat	i neka svirat tapanite, surlite neka svirat
60400	64410	SP1	cyr	и нека свират тапаните, сурлите нека свират
65970	67333	SP1	lat	nišo, ajde
65970	67333	SP1	cyr	нишо, ајде
67370	70200	SP1	lat	klale svirači, klale tapani, surli
67370	70200	SP1	cyr	клале свирачи, клале тапани, сурли
70400	73703	SP1	lat	svirat, ništo, igraat, šo onadat, igraat šo igraat
70400	73703	SP1	cyr	свират, ништо, играат, шо онадат, играат шо играат
73867	77290	SP1	lat	e sea nevestava sea se kačuvat na konjo
73867	77290	SP1	cyr	е сеа невестава сеа се качуват на коњо
77429	79455	SP1	lat	prdit, zemjotres!
77429	79455	SP1	cyr	прдит, земјотрес!
80720	81700	SP1	lat	ništo
80720	81700	SP1	cyr	ништо
81790	85093	SP1	lat	ajde, neka, ete ja odnesle, ja odnesle doma
81790	85093	SP1	cyr	ајде, нека, ете ја однесле, ја однесле дома
85290	87990	SP1	lat	prdit, nemoži odma da ja... da ja soprat
85290	87990	SP1	cyr	прдит, неможи одма да ја... да ја сопрат
88220	89390	SP1	lat	šo da prajme sega?
88220	89390	SP1	cyr	шо да прајме сега?
89410	92315	SP1	lat	svekorov nasekiran, zamislen sedi
89410	92315	SP1	cyr	свекоров насекиран, замислен седи
92480	93840	SP1	lat	so svekrvava
92480	93840	SP1	cyr	со свекрвава
94040	96520	SP1	lat	pra... praat muabet, reče
94040	96520	SP1	cyr	пра... праат муабет, рече
96540	99573	SP1	lat	ič, vika, za... ne sekiraj se, ženo
96540	99573	SP1	cyr	ич, вика, за... не секирај се, жено
99750	101942	SP1	lat	ḱe najdime re... lek za ovoa
99750	101942	SP1	cyr	ќе најдиме ре... лек за овоа
102438	103713	SP1	lat	ḱe najdime lek
102438	103713	SP1	cyr	ќе најдиме лек
104627	106920	SP1	lat	šo da praat? a taa bila ubava
104627	106920	SP1	cyr	шо да праат? а таа била убава
106940	107890	SP1	lat	mnogu bila ubava
106940	107890	SP1	cyr	многу била убава
108740	112372	SP1	lat	i došol, izlegol stariot, otišol vo grad
108740	112372	SP1	cyr	и дошол, излегол стариот, отишол во град
112843	113550	SP1	lat	otišol
112843	113550	SP1	cyr	отишол
113670	116327	SP1	lat	sea si došol zamislen
113670	116327	SP1	cyr	сеа си дошол замислен
116540	118410	SP1	lat	šo si, mu vika, be Stojan?
116540	118410	SP1	cyr	шо си, му вика, бе Стојан?
119000	120910	SP1	lat	ovoj Stojan ḱe go krstime
119000	120910	SP1	cyr	овој Стојан ќе го крстиме
121000	123725	SP1	lat	šo si, vika, taka zamislen? ee, reče, ženo
121000	123725	SP1	cyr	шо си, вика, така замислен? ее, рече, жено
123923	125742	SP1	lat	kako da ne bidam zamislen?
123923	125742	SP1	cyr	како да не бидам замислен?
126103	127780	SP1	lat	mi baraat, reče,
126103	127780	SP1	cyr	ми бараат, рече,
127940	130010	SP1	lat	trista kila, reče
127940	130010	SP1	cyr	триста кила, рече
130470	132710	SP1	lat	prdež da odnesam za porez
130470	132710	SP1	cyr	прдеж да однесам за порез
133650	134880	SP1	lat	porez da
133650	134880	SP1	cyr	порез да
135530	136660	SP1	lat	platam za
135530	136660	SP1	cyr	платам за
136710	138232	SP1	lat	stokava, za sermijava
136710	138232	SP1	cyr	стокава, за сермијава
139690	143599	SP1	lat	šo ḱe prajme? i taja, nevestava, slušnala
139690	143599	SP1	cyr	шо ќе прајме? и таја, невестава, слушнала
144060	145917	SP1	lat	u! reče, tatko!
144060	145917	SP1	cyr	у! рече, татко!
146430	148544	SP1	lat	ne, ne sekiraj se!
146430	148544	SP1	cyr	не, не секирај се!
149239	151036	SP1	lat	ja, reče, ḱe ti soberam!
149239	151036	SP1	cyr	ја, рече, ќе ти соберам!
151890	153511	SP1	lat	prdlivava nevesta
151890	153511	SP1	cyr	прдливава невеста
153878	155190	SP1	lat	i onaa
153878	155190	SP1	cyr	и она
155240	156546	SP1	lat	ko ḱe ì doj za prdenje
155240	156546	SP1	cyr	ко ќе и дој за прдење
157120	158520	SP1	lat	postegni se
157120	158520	SP1	cyr	постегни се
158900	160393	SP1	lat	go sobirat
158900	160393	SP1	cyr	го собират
160700	163459	SP1	lat	pa ko ḱe doj za prdenje, pa postegni se
160700	163459	SP1	cyr	па ко ќе дој за прдење, па постегни се
164000	165930	SP1	lat	i pominalo taka
164000	165930	SP1	cyr	и поминало така
166218	167839	SP1	lat	edna nedela
166218	167839	SP1	cyr	една недела
168341	171230	SP1	lat	i veḱe ovaa počnala da ne prdi, go sobirat
168341	171230	SP1	cyr	и веќе оваа почнала да не прди, го собират
171800	173480	SP1	lat	i sega
171800	173480	SP1	cyr	и сега
173720	175709	SP1	lat	pominalo eden mesec
173720	175709	SP1	cyr	поминало еден месец
175820	177190	SP1	lat	i svekoro vikat
175820	177190	SP1	cyr	и свекоро викат
177308	178410	SP1	lat	ajde, reče, sega
177308	178410	SP1	cyr	ајде, рече, сега
179270	181390	SP1	lat	nevesto, dojde, reče, vreme
179270	181390	SP1	cyr	невесто, дојде, рече, време
181500	183746	SP1	lat	da go odnesime, reče, prdešot
181500	183746	SP1	cyr	да го однесиме, рече, прдешот
184580	187392	SP1	lat	veḱe pomina mesec dena
184580	187392	SP1	cyr	веќе помина месец дена
188085	189790	SP1	lat	u! reče, tatko, sega!
188085	189790	SP1	cyr	у! рече, татко, сега!
189830	192489	SP1	lat	so zabi da da trgaš, nemat
189830	192489	SP1	cyr	со заби да да тргаш, немат
193134	194714	SP1	lat	e hehe, ete
193134	194714	SP1	cyr	е хехе, ете
193857	194879	SP2	lat	/laughs/
195000	195700	SP1	lat	dobra e?
195000	195700	SP1	cyr	добра е?
