start_ms	end_ms	sp	kind	text
141080	145468	SP1	cyr	доаѓа и да го виду вика тој новороѓенче што се роди тогаш што беше родено
145760	146361	SP1	lat	kako e
145760	146361	SP1	cyr	како е
146632	148966	SP1	lat	dobro li e? živo li e? zdravo li e?
146632	148966	SP1	cyr	добро ли е? живо ли е? здраво ли е?
149271	151868	SP1	lat	oooou eve ga eve ono tri godinki dete
149271	151868	SP1	cyr	ооооу еве га еве оно три годинки дете
152384	153671	SP1	lat	reče dobro e dobro
152384	153671	SP1	cyr	рече добро е добро
154164	156070	SP1	lat	slušaj reče ja ḱe vi ponodu
154164	156070	SP1	cyr	слушај рече ја ќе ви понуду
156160	156588	SP1	lat	nešto
156160	156588	SP1	cyr	нешто
157067	158098	SP1	lat	xxx
157067	158098	SP1	cyr	ххх
159130	161652	SP1	lat	ḱe mi go dadete mene reče ja nemam deca
159130	161652	SP1	cyr	ќе ми го дадете мене рече ја немам деца
162345	164318	SP1	lat	pa ḱe si go isčuvam detevo
162345	164318	SP1	cyr	па ќе си го исчувам детево
165358	168749	SP1	lat	i oni so ženata i mužot znaeš se dogovarale da
165358	168749	SP1	cyr	и они со жената и мужот знаеш се договарале да
168804	173786	SP1	lat	pa stvarno imalo četiri neka živee bar ovo edno zašto da živee vo siromaštino
168804	173786	SP1	cyr	па стварно имало четири нека живее бар ово едно зашто да живее во сиромаштино
175203	177445	SP1	lat	i go dale na trgovca
175203	177445	SP1	cyr	и го дале на трговца
177883	180252	SP1	lat	ama trgovec vodil ga vodil vodil
177883	180252	SP1	cyr	ама трговец водил га водил водил
180990	183043	SP1	lat	pa neka mečkina rupa iz šumu
180990	183043	SP1	cyr	па нека мечкина рупа из шуму
183101	184562	SP1	lat	imalo mečkina rupa
183101	184562	SP1	cyr	имало мечкина рупа
184828	188376	SP1	lat	i go puštil tuka vika ḱe ga izedi mečki zašto da mu ǵi zede imanjeto
184828	188376	SP1	cyr	и го пуштил тука вика ќе га изеди мечки зашто да му га зеде имањето
190239	193805	SP1	lat	deteto počnalo da plače da crka da vika, on si otišol
190239	193805	SP1	cyr	детето почнало да плаче да црка да вика, он си отишол
194162	194888	SP1	lat	go ostavil
194162	194888	SP1	cyr	го оставил
196076	199911	SP1	lat	Arno ama nekoja žena i mažot znaeš i po selo odele po slavi
196076	199911	SP1	cyr	Арно ама некоја жена и мажот знаеш и по село оделе по слави
200245	201786	SP1	lat	i navečer se vraḱale
200245	201786	SP1	cyr	и навечер се враќале
202079	205809	SP1	lat	a putinkata bila tuka kajšto bila dupkata, mečkina dupka
202079	205809	SP1	cyr	а путинката била тука кајшто била дупката, мечкина дупка
206900	208103	SP1	lat	ono plače dete
206900	208103	SP1	cyr	оно плаче дете
208174	209811	SP1	lat	ženata odi vika abe
208174	209811	SP1	cyr	жената оди вика абе
209929	214575	SP1	lat	dete mi plače aj ma pa ti pa vika deca ti se uvikale u glavo kako taka dete ti plače
209929	214575	SP1	cyr	дете ми плаче ај ма па ти па вика децаа ти се увикале у главо како така дете ти плаче
214756	217657	SP1	lat	što poblisku proaǵaat do rupata, deteto plače
214756	217657	SP1	cyr	што поблиску проаѓаат до рупата, детето плаче
217857	218930	SP1	lat	što poblisku proaǵaat do rupata, deteto plače
217857	218930	SP1	cyr	што поблиску проаѓаат до рупата, детето плаче
219940	221878	SP1	lat	koga došle stvarno dete plače
219940	221878	SP1	cyr	кога дошле стварно дете плаче
222299	223979	SP1	lat	navednal se mažot zemal ga
222299	223979	SP1	cyr	наведнал се мажот земал га
225283	226884	SP1	lat	zemal go odnele ga doma
225283	226884	SP1	cyr	земал го однеле га дома
227700	230678	SP1	lat	čuvale ga čuvale bednalo sedam osam godina
227700	230678	SP1	cyr	чувале га чувале беднало седам осам година
232375	235516	SP1	lat	kako kov na... kako go krstile? Najdenko
232375	235516	SP1	cyr	како ков на... како го крстиле? Најденко
235781	238562	SP1	lat	kako se vikaš, dete? neznae znaeš, Najdenko
235781	238562	SP1	cyr	како се викаш, дете? незнае знаеш, Најденко
238661	239300	SP1	lat	Najdenko
238661	239300	SP1	cyr	Најденко
239902	241568	SP1	lat	dobro, Najdenko
239902	241568	SP1	cyr	добро, Најденко
242474	244988	SP1	lat	arno, pominale edinaes godine
242474	244988	SP1	cyr	арно, поминале единаес године
245077	248796	SP1	lat	ovoj pominuje a slušnale kom... zborile
245077	248796	SP1	cyr	овој поминује а слушнале ком... збориле
249096	251496	SP1	lat	zboruvale tie, abe, vika
249096	251496	SP1	cyr	зборувале тие, абе, вика
252064	256337	SP1	lat	ovoj Najdenko mnogu vredno dete, reče, da go cenimo da ni pase svinji,
252064	256337	SP1	cyr	овој Најденко многу вредно дете, рече, да го ценимо да ни пасе свињи,
256337	257105	SP1	lat	vo selo
256337	257105	SP1	cyr	во село.
257831	260987	SP1	lat	ama trgovecot tuka u prodav... toj prodavninca li,
257831	260987	SP1	cyr	ама трговецот тука у продав... тој продавнинца ли,
260987	262328	SP1	lat	kako kafanče bilo
260987	262328	SP1	cyr	како кафанче било.
263029	265560	SP1	lat	tuka trgovec, šo bre, reče, kakov e toj Najdenko?
263029	265560	SP1	cyr	тука трговец, шо бре, рече, каков е тој Најденко?
265753	267084	SP1	lat	njega mu sumljivo se pa
265753	267084	SP1	cyr	њега му сумљиво се па
267886	269260	SP1	lat	kakov vi e toj Najdenko?
267886	269260	SP1	cyr	каков ви е тој Најденко?
270177	271467	SP1	lat	pa reče eee da ti kažemo
270177	271467	SP1	cyr	па рече еее да ти кажемо
272467	274105	SP1	lat	reče jas go najdov
272467	274105	SP1	cyr	рече јас го најдов
274388	275841	SP1	lat	i toj mažot bil tuka
274388	275841	SP1	cyr	и тој мажот бил тука
275911	279566	SP1	lat	jas go najdu u edna mečkina rupa reče plače dete
275911	279566	SP1	cyr	јас го најду у една мечкина рупа рече плаче дете
279708	280448	SP1	lat	plače i ja
279708	280448	SP1	cyr	плаче и ја
280699	281509	SP1	lat	go zemav
280699	281509	SP1	cyr	го земав
281781	282887	SP1	lat	go isčuvav do
281781	282887	SP1	cyr	го исчував до
283587	284567	SP1	lat	sedam godine
283587	284567	SP1	cyr	седам године
285005	287467	SP1	lat	pa sega se ceni, vika, tuka da pase
285005	287467	SP1	cyr	па сега се цени, вика, тука да пасе
287867	288545	SP1	lat	svinji
287867	288545	SP1	cyr	свињи
289134	290234	SP1	lat	e, mnogu e vredan
289134	290234	SP1	cyr	е, многу е врeдан
290554	292131	SP1	lat	mnogu e vreden, kako be vreden?
290554	292131	SP1	cyr	многу е вреден. како бе вреден?
292903	294474	SP1	lat	taka, reče, mnogu e vreden
292903	294474	SP1	cyr	така, рече, многу е вреден
295897	296441	SP1	lat	reče
295897	296441	SP1	cyr	рече
296781	299647	SP1	lat	može li ja da mu dadu edno pismo da odnese do ženata moja?
296781	299647	SP1	cyr	може ли ја да му даду едно писмо да однесе до жената моја?
300515	301236	SP1	lat	kako ne reče
300515	301236	SP1	cyr	како не рече
301468	302578	SP1	lat	može, zašto
301468	302578	SP1	cyr	може, зашто
303281	304826	SP1	lat	i on vo pismoto napišal
303281	304826	SP1	cyr	и он во писмото напишал
305396	307227	SP1	lat	ženo ovo dete koa ḱe dojde
305396	307227	SP1	cyr	жено ово дете коа ќе дојде
307466	308714	SP1	lat	bez drugo da go ubiete
307466	308714	SP1	cyr	без друго да го убиете
311427	312202	SP1	lat	i žena
311427	312202	SP1	cyr	и жена
312331	313142	SP1	lat	maaa pa
312331	313142	SP1	cyr	мааа па
313424	315024	SP1	lat	on koga pošol nataka
313424	315024	SP1	cyr	он кога пошол натака
315540	317331	SP1	lat	i Gospod ga sretnal božem
315540	317331	SP1	cyr	и Господ га сретнал божем
317754	318768	SP1	lat	znaeš
317754	318768	SP1	cyr	знаеш
319260	321153	SP1	lat	e ripnalo kade be sine ḱe odiš?
319260	321153	SP1	cyr	е рипнало каде бе сине ќе одиш?
321981	325602	SP1	lat	eee, reče, be, dedo, site me teraat mene, ḱe odam, reče
321981	325602	SP1	cyr	еее, рече, бе, дедо, сите ме тераат мене, ќе одам, рече
326052	329154	SP1	lat	kaj edan trgovec na žena mu da odnesu pismo, reče
326052	329154	SP1	cyr	кај едан трговец на жена му да однесу писмо, рече
329851	330753	SP1	lat	mi go dade
329851	330753	SP1	cyr	ми го даде
330798	332238	SP1	lat	ama nemoj da go otvaraš, reče
330798	332238	SP1	cyr	ама немој да го отвараш, рече
333667	335137	SP1	lat	i toj rekol
333667	335137	SP1	cyr	и тој рекол
335175	338281	SP1	lat	daj sinko ja da go otvoru tuka lošo pišue za tebe
335175	338281	SP1	cyr	дај синкo ја да го отвору тука лошо пишуе за тебе
338934	339717	SP1	lat	kako be dedo?
338934	339717	SP1	cyr	како бе дедо?
340017	341162	SP1	lat	lošo pišuva
340017	341162	SP1	cyr	лошо пишува
342150	343469	SP1	lat	reče, a, i
342150	343469	SP1	cyr	рече, а, и
343814	346918	SP1	lat	to... ovoj, Gospod, ga zemal božem, i napišal, ženo
343814	346918	SP1	cyr	то... овој, Господ, га земал божем, и напишал, жено
347448	349217	SP1	lat	a on ḱerku i sin imal
347448	349217	SP1	cyr	а он ќерку и син имал
349554	353811	SP1	lat	ženo, ovo dete koa ḱe dojde odma svadba da praviš, nemoj da me čekaš!
349554	353811	SP1	cyr	жено, ово дете коа ќе дојде одма свадба да правиш, немој да ме чекаш!
355574	356316	SP1	lat	i on
355574	356316	SP1	cyr	и он
356721	359610	SP1	lat	odnel ga pismo, drugo pismo mu dal znači
356721	359610	SP1	cyr	однел га писмо, друго писмо му дал значи
359905	360892	SP1	lat	ne go otvorilo
359905	360892	SP1	cyr	не го отворило
361600	362915	SP1	lat	nosi ga na ženu
361600	362915	SP1	cyr	носи га на жену
363323	364276	SP1	lat	žena čita
363323	364276	SP1	cyr	жена чита
365224	367772	SP1	lat	naredženja, naredženja, mora da ga izvrši
365224	367772	SP1	cyr	нареџења, нареџења, мора да га изврши
369198	372157	SP1	lat	dala mu ḱerku, oženila ga
369198	372157	SP1	cyr	дала му ќерку, оженила га
372944	374794	SP1	lat	i ovoj zet tuka
372944	374794	SP1	cyr	и овој зет тука
375434	377176	SP1	lat	ama! ne e kraj ušte
375434	377176	SP1	cyr	ама! не е крај уште
378436	382499	SP1	lat	ama dovaǵa trgovecot, nakitena porta, znaeš sve, svadba se pravila
378436	382499	SP1	cyr	ама доваѓа трговецот, накитена порта, знаеш све, свадба се правила
382931	384834	SP1	lat	što, reče, ma ti, svadba si napravila?
382931	384834	SP1	cyr	што, рече, ма ти, свадба си направила?
385413	388684	SP1	lat	da, reče, muže, taka si mi pišal, taka sam napravil
385413	388684	SP1	cyr	да, рече, муже, така си ми пишал, така сам направил
389980	391157	SP1	lat	čudno čudo, reče on
389980	391157	SP1	cyr	чудно чудо, рече он
392121	392943	SP1	lat	ajde, reče
392121	392943	SP1	cyr	ајде, рече
393388	394977	SP1	lat	aa sakam da prau svadbu
393388	394977	SP1	cyr	ја сакам да прау свадбу
395538	399273	SP1	lat	još... pak, reče, pri mene da bide svadba, samo ti, žena, da prajš?
395538	399273	SP1	cyr	још... пак, рече, при мене да биде свадба, само ти, жена, да праjш?
399958	402588	SP1	lat	a stoku i ovce znaeš što kupuval ima
399958	402588	SP1	cyr	а стоку и овце, знаеш што купувал има
404068	404681	SP1	lat	i
404068	404681	SP1	cyr	и
405213	406041	SP1	lat	rekol
405213	406041	SP1	cyr	рекол
406424	407391	SP1	lat	na ovčarite
406424	407391	SP1	cyr	на овчарите
408398	409140	SP1	lat	slušaj, reče
408398	409140	SP1	cyr	слушај, рече
409655	412619	SP1	lat	ja ḱe pratu zeta
409655	412619	SP1	cyr	ја ќе прату зета
413196	415542	SP1	lat	toj dečko što e došol tuka, lažno došol
413196	415542	SP1	cyr	тој дечко што е дошол тука, лажно дошол
415792	418558	SP1	lat	ḱe go pratam, reče, vie bez drugo da pukate, da go ubiete!
415792	418558	SP1	cyr	ќе го пратам, рече, вие без друго да пукате, да го убиете!
420144	421464	SP1	lat	i ovoj rekol...
420144	421464	SP1	cyr	и овој рекол...
421616	422512	SP1	lat	xxx
421616	422512	SP1	cyr	ххх
422685	424965	SP1	lat	znaeš on gi e gazda, mora da ga sluša
422685	424965	SP1	cyr	знаеш он ги е газда, мора да га слуша
426018	426621	SP1	lat	i rekol
426018	426621	SP1	cyr	и рекол
426810	427668	SP1	lat	dobro
426810	427668	SP1	cyr	добро
428570	429407	SP1	lat	ama
428570	429407	SP1	cyr	ама
429645	432907	SP1	lat	žena mu, na žena mu rekol, sabajle da odiš, da go vikneš
429645	432907	SP1	cyr	жена му, на женам у рекол, сабајле да одиш, да го викнеш
433407	434167	SP1	lat	Najdenko
433407	434167	SP1	cyr	Најденко
435142	440719	SP1	lat	ona otišla videla uboo si lega so ḱerka mu, si spijat zaedno gušnati
435142	440719	SP1	cyr	она отишла видела убоо си лега со ќерка му, си спијат заедно гушнати
442226	443271	SP1	lat	vikala ga sin mu
442226	443271	SP1	cyr	викала га син му
444550	445560	SP1	lat	znači kako
444550	445560	SP1	cyr	значи како
445864	446804	SP1	lat	prikaska taka e
445864	446804	SP1	cyr	прикаска така е
447362	448416	SP1	lat	vikala ga sin mu
447362	448416	SP1	cyr	викала га син му
448837	452237	SP1	lat	odi, sinko, reče, ja božem zet ti da go vikam ama, tatko ti e
448837	452237	SP1	cyr	оди, синко, рече, jа божем зет ти да го викам ама, татко ти е
452590	455096	SP1	lat	ovoj spie uboo, pa grev mi e da ga razvikam, odi ti
452590	455096	SP1	cyr	овој спие убоо, па грев ми е да га развикам, оди ти
455906	458889	SP1	lat	ovoj... odi za... da donese ogna
455906	458889	SP1	cyr	овој... оди за... да донесе огна
459651	463107	SP1	lat	ovie puka, ne prašue koj si kako si, pa utepa ga sin mu
459651	463107	SP1	cyr	овие пука, не прашуе кој си како си, па утепа га син му
464376	467228	SP1	lat	i ovoj čim čul deka puka, došol
464376	467228	SP1	cyr	и овој чим чул дека пука, дошол
468095	469526	SP1	lat	pa reče, isprati li ga zetot?
468095	469526	SP1	cyr	па рече, испрати ли га зетот?
470094	474508	SP1	lat	ne, bre, muže, reče, kako da go ispratam, tuka, gi vidu ubavo zagrleni spijat, vika
470094	474508	SP1	cyr	не, бре, муже, рече, како да го испратам, тука, ги виду убаво загрлени спијат, вика
474691	476437	SP1	lat	pa me grebeše da gi vikam, mladi
474691	476437	SP1	cyr	па ме гребеше да ги викам, млади
476682	477887	SP1	lat	reče sin mi go isprativ
476682	477887	SP1	cyr	рече син ми го испратив
478267	479152	SP1	lat	eh, reče
478267	479152	SP1	cyr	ех, рече
479367	482991	SP1	lat	sudbina da go jade naše imanje. i taka završi prikaska!
479367	482991	SP1	cyr	судбина да го јаде наше имање. и така заврши прикаска!
484418	485664	SP1	lat	E taka!
484418	485664	SP1	cyr	Е така!
