start_ms	end_ms	sp	kind	text
321136	322708	SP1	cyr	децата беа многу добри
323383	324885	SP1	lat	a sinot na kralot
323383	324885	SP1	cyr	а синот на кралот
325055	326516	SP1	lat	počna da se druži
325055	326516	SP1	cyr	почна да се дружи
326538	327835	SP1	lat	so dečinjata
326538	327835	SP1	cyr	со дечињата
329712	331745	SP1	lat	togaš sestrite gi prepoznaa
329712	331745	SP1	cyr	тогаш сестрите ги препознаа
332155	334920	SP1	lat	deka se toa decata na nejzinata sestra
332155	334920	SP1	cyr	дека се тоа децата на нејзината сестра
335998	336430	SP1	lat	i
335998	336430	SP1	cyr	и
337010	337844	SP1	lat	rekoa
337010	337844	SP1	cyr	рекоа
338394	342079	SP1	lat	deka trebe tie da bidat uništeni
338394	342079	SP1	cyr	дека требе тие да бидат уништени
342389	343145	SP1	lat	ama kako?
342389	343145	SP1	cyr	ама како?
344047	346084	SP1	lat	ja zamolija edna žena i ì rekoa
344047	346084	SP1	cyr	ја замолија една жена и и рекоа
346631	348162	SP1	lat	na toa i toa mesto
346631	348162	SP1	cyr	на тоа и тоа место
348932	350346	SP1	lat	ima tamu
348932	350346	SP1	cyr	има таму
350957	351395	SP1	lat	/hesitates/
350957	351395	SP1	cyr	/hesitates
353297	353823	SP1	lat	/hesitates/
353297	353823	SP1	cyr	/hesitates
354383	355163	SP1	lat	pari
354383	355163	SP1	cyr	пари
356760	360076	SP1	lat	i ḱe od... ako sakaat oni
356760	360076	SP1	cyr	и ќе од... ако сакаат они
361665	363070	SP1	lat	besceneti
361665	363070	SP1	cyr	бесценети
364180	366267	SP1	lat	besceneta ruda pari
364180	366267	SP1	cyr	бесценета руда пари
366671	369147	SP1	lat	i ḱe odat ako sakaat
366671	369147	SP1	cyr	и ќе одат ако сакаат
369154	371165	SP1	lat	da im bide posvetol domot
369154	371165	SP1	cyr	да им биде посветол домот
372324	374179	SP1	lat	i taka ženata
372324	374179	SP1	cyr	и така жената
374386	375810	SP1	lat	im kaža na tie
374386	375810	SP1	cyr	им кажа на тие
376249	377271	SP1	lat	dečinjata
376249	377271	SP1	cyr	дечињата
377760	379721	SP1	lat	i togaš maškoto dete
377760	379721	SP1	cyr	и тогаш машкото дете
379852	383029	SP1	lat	otide da go bara da... toa mesto
379852	383029	SP1	cyr	отиде да го бара да... тоа место
383232	387738	SP1	lat	so bescenite kamenja za da donese i da ja osvetli poveḱe kuḱata
383232	387738	SP1	cyr	со бесцените камења за да донесе и да ја осветли повеќе куќата
389505	390472	SP1	lat	arno ama
389505	390472	SP1	cyr	арно ама
390821	394092	SP1	lat	vo toa mesto bilo koj ḱe otide
390821	394092	SP1	cyr	во тоа место било кој ќе отиде
394140	395650	SP1	lat	ne se vraḱal više
394140	395650	SP1	cyr	не се враќал више
397867	400784	SP1	lat	a koga počina tatkoto što gi gledaše
397867	400784	SP1	cyr	а кога почина таткото што ги гледаше
401837	404144	SP1	lat	toj mu dade edna amajlija
401837	404144	SP1	cyr	тој му даде една амајлија
404645	405590	SP1	lat	i mu reče
404645	405590	SP1	cyr	и му рече
405720	408839	SP1	lat	ovaa amajlija ḱe te čuva od sekakvo zlo
405720	408839	SP1	cyr	оваа амајлија ќе те чува од секакво зло
409351	410411	SP1	lat	i da ja nosiš
409351	410411	SP1	cyr	и да ја носиш
411380	413845	SP1	lat	i taka momčeto
411380	413845	SP1	cyr	и така момчето
414032	416878	SP1	lat	trgna da go bara bescenetite kamenja
414032	416878	SP1	cyr	тргна да го бара бесценетите камења
417405	419450	SP1	lat	i so amajlijata
417405	419450	SP1	cyr	и со амајлијата
420059	422015	SP1	lat	tamu se pojavi edna devojka
420059	422015	SP1	cyr	таму се појави една девојка
422638	423515	SP1	lat	i mu reče
422638	423515	SP1	cyr	и му рече
424173	425670	SP1	lat	da se napraviš kamen
424173	425670	SP1	cyr	да се направиш камен
426609	428463	SP1	lat	ama toj ne se napravi kamen
426609	428463	SP1	cyr	ама тој не се направи камен
429442	430682	SP1	lat	toj... taa svati
429442	430682	SP1	cyr	тој... таа свати
430756	432312	SP1	lat	deka toj ima amajlija
430756	432312	SP1	cyr	дека тој има амајлија
433250	434609	SP1	lat	i t... i togaš
433250	434609	SP1	cyr	и т... и тогаш
434992	436206	SP1	lat	toj se vrati
434992	436206	SP1	cyr	тој се врати
436387	437608	SP1	lat	so kamenot
436387	437608	SP1	cyr	со каменот
437859	439365	SP1	lat	se kači na konot
437859	439365	SP1	cyr	се качи на конот
439501	440964	SP1	lat	i trgna da odi doma
439501	440964	SP1	cyr	и тргна да оди дома
441535	442977	SP1	lat	po n... zad nego
441535	442977	SP1	cyr	по н... зад него
443107	443971	SP1	lat	se kači
443107	443971	SP1	cyr	се качи
445166	446204	SP1	lat	samovilata
445166	446204	SP1	cyr	самовилата
446760	448276	SP1	lat	ženata beše samovila
446760	448276	SP1	cyr	жената беше самовила
448608	449495	SP1	lat	se kači
448608	449495	SP1	cyr	се качи
449804	451004	SP1	lat	i toj ja praša
449804	451004	SP1	cyr	и тој ја праша
451121	452347	SP1	lat	kade ḱe odite vie
451121	452347	SP1	cyr	каде ќе одите вие
452653	455557	SP1	lat	vika ḱe do... ḱe dojdam kaj vas doma
452653	455557	SP1	cyr	вика ќе до... ќе дојдам кај вас дома
455922	456774	SP1	lat	on vika
455922	456774	SP1	cyr	он вика
456822	460110	SP1	lat	dobro itaka nemame majka, ti ḱe ni bideš majka
456822	460110	SP1	cyr	добро итака немаме мајка, ти ќе ни бидеш мајка
460435	461609	SP1	lat	ona reče, dobro
460435	461609	SP1	cyr	она рече, добро
461954	463364	SP1	lat	i oni otidoa
461954	463364	SP1	cyr	и они отидоа
464780	467056	SP1	lat	mm, kaj, mm, doma
464780	467056	SP1	cyr	мм, кај, мм, дома
467713	468979	SP1	lat	i koga /scrapes throat/
467713	468979	SP1	cyr	и кога /scrapes throat/
471031	471890	SP1	lat	ženava
471031	471890	SP1	cyr	женава
472064	472794	SP1	lat	mu veli
472064	472794	SP1	cyr	му вели
473090	474836	SP1	lat	zošto ne go viknete
473090	474836	SP1	cyr	зошто не го викнете
474999	476535	SP1	lat	sinot na carot
474999	476535	SP1	cyr	синот на царот
476726	478477	SP1	lat	i drugi gosti da dojdat
476726	478477	SP1	cyr	и други гости да дојдат
478883	480389	SP1	lat	da gi počastime
478883	480389	SP1	cyr	да ги почастиме
480542	484046	SP1	lat	zašo kuḱata beše više mnogu osvetlena, da vidat
480542	484046	SP1	cyr	зашо куќата беше више многу осветлена, да видат
484804	485565	SP1	lat	on ì reče
484804	485565	SP1	cyr	он и рече
485807	487357	SP1	lat	pa nemame ni posluga
485807	487357	SP1	cyr	па немаме ни послуга
487424	488614	SP1	lat	nemame ni hrana
487424	488614	SP1	cyr	немаме ни храна
489075	489913	SP1	lat	ona vika
489075	489913	SP1	cyr	она вика
490647	491564	SP1	lat	ostavete
490647	491564	SP1	cyr	оставете
491737	493528	SP1	lat	toa e moja briga
491737	493528	SP1	cyr	тоа е моја брига
493907	495976	SP1	lat	i ona tropna na eden škaf
493907	495976	SP1	cyr	и она тропна на еден шкаф
496180	497934	SP1	lat	i se pojavue dvaeset
496180	497934	SP1	cyr	и се појавуе дваесет
498409	499487	SP1	lat	poslužiteli
498409	499487	SP1	cyr	послужители
500314	501849	SP1	lat	tropna na drug škaf
500314	501849	SP1	cyr	тропна на друг шкаф
502076	503218	SP1	lat	se pojavi hrana
502076	503218	SP1	cyr	се појави храна
503608	505623	SP1	lat	i taka gi pokanija da dojde
503608	505623	SP1	cyr	и така ги поканија да дојде
506181	507792	SP1	lat	sinot na carot
506181	507792	SP1	cyr	синот на царот
507959	509135	SP1	lat	i mnogu gosti
507959	509135	SP1	cyr	и многу гости
510471	510929	SP1	lat	i
510471	510929	SP1	cyr	и
511232	512451	SP1	lat	koga dojde
511232	512451	SP1	cyr	кога дојде
513763	515487	SP1	lat	mm, majkata
513763	515487	SP1	cyr	мм, мајката
518394	520319	SP1	lat	ona mu reče
518394	520319	SP1	cyr	она му рече
522324	523208	SP1	lat	deka
522324	523208	SP1	cyr	дека
523368	524077	SP1	lat	ovie
523368	524077	SP1	cyr	овие
524143	525553	SP1	lat	ovie deca
524143	525553	SP1	cyr	овие деца
527793	528789	SP1	lat	ḱe si ja najdat
527793	528789	SP1	cyr	ќе си ја најдат
528977	530090	SP1	lat	svojata majka
528977	530090	SP1	cyr	својата мајка
531511	532469	SP1	lat	a kako?
531511	532469	SP1	cyr	а како?
532923	536380	SP1	lat	veli, ko ḱe dojde sega sinot na k... kralot
532923	536380	SP1	cyr	вели, ко ќе дојде сега синот на к... кралот
536719	539189	SP1	lat	site zatvorenici ḱe gi otpušti
536719	539189	SP1	cyr	сите затвореници ќе ги отпушти
539627	541822	SP1	lat	toa ḱe ti bide tvoeto baranje
539627	541822	SP1	cyr	тоа ќе ти биде твоето барање
542376	543103	SP1	lat	i toj
542376	543103	SP1	cyr	и тој
543346	544043	SP1	lat	pobara
543346	544043	SP1	cyr	побара
544391	546978	SP1	lat	site zatvorenici gi otpušti i dojdoa
544391	546978	SP1	cyr	сите затвореници ги отпушти и дојдоа
547487	549388	SP1	lat	ama taja mavna so glavata
547487	549388	SP1	cyr	ама таја мавна со главата
550000	552260	SP1	lat	deka ušte ima zatvorenici
550000	552260	SP1	cyr	дека уште има затвореници
552723	553416	SP1	lat	i togaš
552723	553416	SP1	cyr	и тогаш
553904	557437	SP1	lat	sinot reče, ušte ima, neka dojdat site
553904	557437	SP1	cyr	синот рече, уште има, нека дојдат сите
557715	560184	SP1	lat	i togaš ja donesoa pravata majka
557715	560184	SP1	cyr	и тогаш ја донесоа правата мајка
560579	561617	SP1	lat	od zatvor
560579	561617	SP1	cyr	од затвор
562276	563907	SP1	lat	ona si gi pozna decata
562276	563907	SP1	cyr	она си ги позна децата
564087	566664	SP1	lat	po svoeto... zlatna kosička
564087	566664	SP1	cyr	по своето... златна косичка
566715	569808	SP1	lat	i što ronea biseri od solzite
566715	569808	SP1	cyr	и што ронеа бисери од солзите
570193	570897	SP1	lat	togaš
570193	570897	SP1	cyr	тогаш
572369	574032	SP1	lat	sinot na kralot
572369	574032	SP1	cyr	синот на кралот
574571	577822	SP1	lat	ja svati deka e taa negovata žena
574571	577822	SP1	cyr	ја свати дека е таа неговата жена
578367	580319	SP1	lat	a na dvete sestri gi praša
578367	580319	SP1	cyr	а на двете сестри ги праша
580997	584388	SP1	lat	dali sakate konj da vi dademe za da begate
580997	584388	SP1	cyr	дали сакате коњ да ви дадеме за да бегате
584729	586932	SP1	lat	ili bodež da se ubiete
584729	586932	SP1	cyr	или бодеж да се убиете
587491	589033	SP1	lat	tie rekoa barame konj
587491	589033	SP1	cyr	тие рекоа бараме коњ
589126	590177	SP1	lat	da pobegneme
589126	590177	SP1	cyr	да побегнеме
590479	592854	SP1	lat	i taka dvete sestri pobegnaa
590479	592854	SP1	cyr	и така двете сестри побегнаа
593365	594220	SP1	lat	tatkoto
593365	594220	SP1	cyr	таткото
594250	595180	SP1	lat	majkata
594250	595180	SP1	cyr	мајката
595306	596121	SP1	lat	i decata
595306	596121	SP1	cyr	и децата
596399	599133	SP1	lat	prodolžija sreḱno da živeat
596399	599133	SP1	cyr	продолжија среќно да живеат
